split,cases,token_overlap,bigram_overlap,template_overlap
G1_TEMPLATE_SEEN_ENTITY_UNSEEN,200,0.3584905660377358,0.2391304347826087,0
G2_TEMPLATE_UNSEEN_ENTITY_SEEN,200,0.2,0.03225806451612903,0
G3_TEMPLATE_UNSEEN_ENTITY_UNSEEN,200,0.1794871794871795,0.02109704641350211,0
G4_LEXICAL_UNSEEN,200,0.2,0.03816793893129771,0
G5_STRUCTURAL_UNSEEN,200,0.35714285714285715,0.2857142857142857,0
